country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
JP,Japan,Hyogo,,2020-03-30,-5,5,5,-16,-4,4
JP,Japan,Hyogo,,2020-03-31,-3,7,24,-17,-5,4
JP,Japan,Hyogo,,2020-04-01,-20,-8,-34,-23,-8,6
JP,Japan,Hyogo,,2020-04-02,-9,9,19,-20,-7,5
JP,Japan,Hyogo,,2020-04-03,-12,7,31,-21,-7,6
JP,Japan,Hyogo,,2020-04-04,-15,9,42,-34,-11,7
JP,Japan,Hyogo,,2020-04-05,-18,6,14,-39,-11,6
JP,Japan,Hyogo,,2020-04-06,-10,11,27,-20,-6,5
JP,Japan,Hyogo,,2020-04-07,-11,10,23,-24,-9,6
JP,Japan,Hyogo,,2020-04-08,-22,3,19,-30,-15,8
JP,Japan,Hyogo,,2020-04-09,-24,4,19,-34,-17,10
JP,Japan,Hyogo,,2020-04-10,-28,5,5,-37,-17,11
JP,Japan,Hyogo,,2020-04-11,-31,7,7,-51,-24,12
JP,Japan,Ibaraki,,2020-02-15,2,4,15,-2,5,0
JP,Japan,Ibaraki,,2020-02-16,-8,-4,-36,-13,-1,3
JP,Japan,Ibaraki,,2020-02-17,-3,-1,-14,0,0,1
JP,Japan,Ibaraki,,2020-02-18,3,2,3,-1,1,0
JP,Japan,Ibaraki,,2020-02-19,1,2,19,-1,1,0
JP,Japan,Ibaraki,,2020-02-20,2,4,-2,-1,0,1
JP,Japan,Ibaraki,,2020-02-21,-2,3,11,-1,0,1
JP,Japan,Ibaraki,,2020-02-22,-1,3,-4,-2,1,1
JP,Japan,Ibaraki,,2020-02-23,3,7,32,13,1,0
JP,Japan,Ibaraki,,2020-02-24,33,5,76,-13,-54,14
JP,Japan,Ibaraki,,2020-02-25,1,5,-6,0,1,0
JP,Japan,Ibaraki,,2020-02-26,-1,3,-4,-4,1,1
JP,Japan,Ibaraki,,2020-02-27,1,6,-4,-4,1,1
JP,Japan,Ibaraki,,2020-02-28,3,20,4,-12,2,2
JP,Japan,Ibaraki,,2020-02-29,-2,12,-9,-25,6,3
JP,Japan,Ibaraki,,2020-03-01,-5,10,24,-21,4,3
JP,Japan,Ibaraki,,2020-03-02,-8,0,-34,-20,-2,4
JP,Japan,Ibaraki,,2020-03-03,1,7,13,-18,0,3
JP,Japan,Ibaraki,,2020-03-04,-8,-2,-19,-22,-3,5
JP,Japan,Ibaraki,,2020-03-05,-2,2,-7,-20,-2,4
JP,Japan,Ibaraki,,2020-03-06,-6,2,16,-20,-2,4
JP,Japan,Ibaraki,,2020-03-07,-5,2,-9,-26,-2,5
JP,Japan,Ibaraki,,2020-03-08,-9,-1,-27,-30,-3,6
JP,Japan,Ibaraki,,2020-03-09,-3,1,5,-15,-2,3
JP,Japan,Ibaraki,,2020-03-10,-6,-2,-33,-21,-3,5
JP,Japan,Ibaraki,,2020-03-11,2,5,33,-16,-2,3
JP,Japan,Ibaraki,,2020-03-12,4,5,16,-16,-4,3
JP,Japan,Ibaraki,,2020-03-13,-1,4,21,-17,-3,4
JP,Japan,Ibaraki,,2020-03-14,-12,-8,-54,-34,-7,7
JP,Japan,Ibaraki,,2020-03-15,1,9,29,-16,-1,3
JP,Japan,Ibaraki,,2020-03-16,-1,1,-5,-13,-2,3
JP,Japan,Ibaraki,,2020-03-17,2,5,10,-16,-2,3
JP,Japan,Ibaraki,,2020-03-18,1,4,29,-15,-2,3
JP,Japan,Ibaraki,,2020-03-19,10,7,13,-10,-4,2
JP,Japan,Ibaraki,,2020-03-20,18,10,42,-24,-54,18
JP,Japan,Ibaraki,,2020-03-21,0,7,41,-11,-6,4
JP,Japan,Ibaraki,,2020-03-22,-4,5,41,-9,-2,3
JP,Japan,Ibaraki,,2020-03-23,0,-1,8,-14,-3,3
JP,Japan,Ibaraki,,2020-03-24,3,3,10,-15,-3,3
JP,Japan,Ibaraki,,2020-03-25,5,7,45,-12,-3,2
JP,Japan,Ibaraki,,2020-03-26,6,11,35,-14,-4,3
JP,Japan,Ibaraki,,2020-03-27,-3,8,21,-20,-5,5
JP,Japan,Ibaraki,,2020-03-28,-12,1,-29,-36,-5,7
JP,Japan,Ibaraki,,2020-03-29,-31,-16,-60,-51,-10,10
JP,Japan,Ibaraki,,2020-03-30,-1,3,5,-20,-6,5
JP,Japan,Ibaraki,,2020-03-31,0,6,7,-22,-5,4
JP,Japan,Ibaraki,,2020-04-01,-14,-2,-25,-29,-7,6
JP,Japan,Ibaraki,,2020-04-02,-7,5,6,-26,-8,6
JP,Japan,Ibaraki,,2020-04-03,-11,6,30,-28,-8,7
JP,Japan,Ibaraki,,2020-04-04,-17,4,20,-39,-10,8
JP,Japan,Ibaraki,,2020-04-05,-25,-1,-24,-44,-11,9
JP,Japan,Ibaraki,,2020-04-06,-10,4,11,-24,-8,6
JP,Japan,Ibaraki,,2020-04-07,-7,4,10,-29,-12,7
JP,Japan,Ibaraki,,2020-04-08,-14,1,23,-32,-10,7
JP,Japan,Ibaraki,,2020-04-09,-17,-2,-4,-35,-11,8
JP,Japan,Ibaraki,,2020-04-10,-17,4,5,-38,-12,9
JP,Japan,Ibaraki,,2020-04-11,-20,2,8,-48,-17,10
JP,Japan,Ishikawa,,2020-02-15,1,3,15,1,7,-1
JP,Japan,Ishikawa,,2020-02-16,-7,0,-33,-6,0,2
JP,Japan,Ishikawa,,2020-02-17,-2,2,-5,4,-1,1
JP,Japan,Ishikawa,,2020-02-18,-2,-1,-8,-1,-2,1
JP,Japan,Ishikawa,,2020-02-19,3,5,20,1,-1,0
JP,Japan,Ishikawa,,2020-02-20,4,5,3,0,0,0
JP,Japan,Ishikawa,,2020-02-21,1,4,14,5,0,0
JP,Japan,Ishikawa,,2020-02-22,-3,5,-16,0,-3,2
JP,Japan,Ishikawa,,2020-02-23,-2,7,-7,3,0,1
JP,Japan,Ishikawa,,2020-02-24,26,10,75,5,-56,14
JP,Japan,Ishikawa,,2020-02-25,-4,6,-6,-4,-1,1
JP,Japan,Ishikawa,,2020-02-26,-2,7,7,-6,0,1
JP,Japan,Ishikawa,,2020-02-27,-3,8,-4,-9,0,2
JP,Japan,Ishikawa,,2020-02-28,-4,12,-7,-19,0,3
JP,Japan,Ishikawa,,2020-02-29,-7,14,-6,-29,6,3
JP,Japan,Ishikawa,,2020-03-01,-11,13,-3,-30,3,4
JP,Japan,Ishikawa,,2020-03-02,-5,8,-6,-24,-1,3
JP,Japan,Ishikawa,,2020-03-03,-3,8,4,-26,-2,3
JP,Japan,Ishikawa,,2020-03-04,-7,3,-4,-27,-2,4
JP,Japan,Ishikawa,,2020-03-05,-7,2,-19,-29,-3,4
JP,Japan,Ishikawa,,2020-03-06,-7,2,2,-27,-3,4
JP,Japan,Ishikawa,,2020-03-07,-8,5,8,-31,-2,4
JP,Japan,Ishikawa,,2020-03-08,-11,4,-16,-31,-3,5
JP,Japan,Ishikawa,,2020-03-09,-3,2,28,-21,-3,3
JP,Japan,Ishikawa,,2020-03-10,-7,1,-24,-27,-5,4
JP,Japan,Ishikawa,,2020-03-11,-3,3,-5,-25,-4,4
JP,Japan,Ishikawa,,2020-03-12,2,9,39,-20,-4,3
JP,Japan,Ishikawa,,2020-03-13,-2,3,11,-24,-5,4
JP,Japan,Ishikawa,,2020-03-14,-3,5,-18,-31,-7,4
JP,Japan,Ishikawa,,2020-03-15,-11,2,-16,-31,-3,4
JP,Japan,Ishikawa,,2020-03-16,-5,0,-18,-24,-4,4
JP,Japan,Ishikawa,,2020-03-17,-4,2,2,-24,-4,4
JP,Japan,Ishikawa,,2020-03-18,2,6,34,-19,-3,2
JP,Japan,Ishikawa,,2020-03-19,9,8,39,-14,-3,1
JP,Japan,Ishikawa,,2020-03-20,13,6,2,-28,-54,18
JP,Japan,Ishikawa,,2020-03-21,-2,5,34,-15,-5,2
JP,Japan,Ishikawa,,2020-03-22,-10,2,-31,-22,-1,4
JP,Japan,Ishikawa,,2020-03-23,2,5,23,-14,-3,2
JP,Japan,Ishikawa,,2020-03-24,0,5,2,-19,-3,3
JP,Japan,Ishikawa,,2020-03-25,7,8,48,-15,-3,1
JP,Japan,Ishikawa,,2020-03-26,6,11,51,-14,-3,2
JP,Japan,Ishikawa,,2020-03-27,-3,4,-15,-23,-4,4
JP,Japan,Ishikawa,,2020-03-28,-4,6,-23,-31,-4,4
JP,Japan,Ishikawa,,2020-03-29,-8,8,-23,-30,-1,4
JP,Japan,Ishikawa,,2020-03-30,4,6,23,-20,-5,3
JP,Japan,Ishikawa,,2020-03-31,3,8,52,-23,-5,3
JP,Japan,Ishikawa,,2020-04-01,-9,2,-8,-29,-6,4
JP,Japan,Ishikawa,,2020-04-02,-5,8,18,-29,-7,4
JP,Japan,Ishikawa,,2020-04-03,-8,7,61,-27,-8,5
JP,Japan,Ishikawa,,2020-04-04,-13,9,38,-36,-8,6
JP,Japan,Ishikawa,,2020-04-05,-21,9,-12,-43,-10,7
JP,Japan,Ishikawa,,2020-04-06,-7,8,18,-29,-9,5
JP,Japan,Ishikawa,,2020-04-07,-9,9,37,-34,-11,5
JP,Japan,Ishikawa,,2020-04-08,-13,7,26,-35,-10,6
JP,Japan,Ishikawa,,2020-04-09,-14,6,30,-38,-10,6
JP,Japan,Ishikawa,,2020-04-10,-19,4,-6,-43,-11,8
JP,Japan,Ishikawa,,2020-04-11,-25,7,-2,-50,-20,10
JP,Japan,Iwate,,2020-02-15,1,3,12,0,5,0
JP,Japan,Iwate,,2020-02-16,-6,-2,-27,-10,-1,2
JP,Japan,Iwate,,2020-02-17,0,1,-7,1,1,1
JP,Japan,Iwate,,2020-02-18,-2,0,-10,0,1,1
JP,Japan,Iwate,,2020-02-19,4,5,6,1,1,-1
JP,Japan,Iwate,,2020-02-20,4,5,3,-1,1,0
JP,Japan,Iwate,,2020-02-21,-1,-1,-1,-1,2,1
JP,Japan,Iwate,,2020-02-22,-1,3,0,3,0,1
JP,Japan,Iwate,,2020-02-23,0,0,-21,-2,-1,1
JP,Japan,Iwate,,2020-02-24,25,4,5,1,-52,14
JP,Japan,Iwate,,2020-02-25,4,6,5,3,2,0
JP,Japan,Iwate,,2020-02-26,3,7,8,-1,2,-1
JP,Japan,Iwate,,2020-02-27,0,5,5,-7,2,1
JP,Japan,Iwate,,2020-02-28,1,8,-4,-15,2,2
JP,Japan,Iwate,,2020-02-29,-3,15,0,-22,9,2
JP,Japan,Iwate,,2020-03-01,-5,12,-11,-25,5,3
JP,Japan,Iwate,,2020-03-02,-4,4,-9,-20,0,3
JP,Japan,Iwate,,2020-03-03,-2,7,-4,-20,1,3
JP,Japan,Iwate,,2020-03-04,-2,3,1,-20,0,2
JP,Japan,Iwate,,2020-03-05,-6,1,-7,-21,-1,4
JP,Japan,Iwate,,2020-03-06,-6,-2,0,-23,-1,4
JP,Japan,Iwate,,2020-03-07,-6,4,21,-20,0,3
JP,Japan,Iwate,,2020-03-08,-6,2,16,-21,-2,4
JP,Japan,Iwate,,2020-03-09,-3,0,13,-16,-2,3
JP,Japan,Iwate,,2020-03-10,-6,-3,-16,-20,-2,5
JP,Japan,Iwate,,2020-03-11,3,6,11,-16,-3,3
JP,Japan,Iwate,,2020-03-12,2,6,12,-17,-1,3
JP,Japan,Iwate,,2020-03-13,-2,-1,0,-21,-3,4
JP,Japan,Iwate,,2020-03-14,-1,4,10,-20,-4,4
JP,Japan,Iwate,,2020-03-15,-4,5,15,-19,-1,3
JP,Japan,Iwate,,2020-03-16,-1,1,-8,-17,-2,3
JP,Japan,Iwate,,2020-03-17,1,2,7,-14,-1,3
JP,Japan,Iwate,,2020-03-18,4,6,14,-13,0,1
JP,Japan,Iwate,,2020-03-19,12,8,32,-7,-3,1
JP,Japan,Iwate,,2020-03-20,9,2,-4,-19,-49,17
JP,Japan,Iwate,,2020-03-21,-3,3,10,-10,-7,3
JP,Japan,Iwate,,2020-03-22,-5,1,-14,-7,-1,3
JP,Japan,Iwate,,2020-03-23,5,1,10,-7,-1,2
JP,Japan,Iwate,,2020-03-24,4,2,10,-12,-1,2
JP,Japan,Iwate,,2020-03-25,13,10,24,-10,-2,1
JP,Japan,Iwate,,2020-03-26,6,8,20,-14,-3,2
JP,Japan,Iwate,,2020-03-27,1,2,10,-17,-2,3
JP,Japan,Iwate,,2020-03-28,-3,7,13,-17,-2,3
JP,Japan,Iwate,,2020-03-29,-5,5,6,-19,1,3
JP,Japan,Iwate,,2020-03-30,6,3,17,-13,-5,3
JP,Japan,Iwate,,2020-03-31,4,5,27,-13,-3,3
JP,Japan,Iwate,,2020-04-01,-4,6,-1,-22,-4,2
JP,Japan,Iwate,,2020-04-02,-5,2,-4,-26,-7,5
JP,Japan,Iwate,,2020-04-03,-6,1,14,-24,-6,5
JP,Japan,Iwate,,2020-04-04,-9,6,23,-26,-6,5
JP,Japan,Iwate,,2020-04-05,-12,5,-18,-33,-7,6
JP,Japan,Iwate,,2020-04-06,-7,0,-15,-22,-7,5
JP,Japan,Iwate,,2020-04-07,-2,5,15,-22,-7,4
JP,Japan,Iwate,,2020-04-08,-2,6,22,-21,-8,3
JP,Japan,Iwate,,2020-04-09,-8,3,15,-23,-6,4
JP,Japan,Iwate,,2020-04-10,-10,3,-1,-26,-5,5
JP,Japan,Iwate,,2020-04-11,-11,7,36,-33,-13,7
JP,Japan,Kagawa,,2020-02-15,-3,3,6,1,4,0
JP,Japan,Kagawa,,2020-02-16,-7,-4,-29,-17,-2,2
JP,Japan,Kagawa,,2020-02-17,-3,-2,6,-2,1,1
JP,Japan,Kagawa,,2020-02-18,-1,2,6,-2,0,1
JP,Japan,Kagawa,,2020-02-19,0,0,16,-1,0,0
JP,Japan,Kagawa,,2020-02-20,3,4,14,1,1,0
JP,Japan,Kagawa,,2020-02-21,-2,-2,16,2,1,0
JP,Japan,Kagawa,,2020-02-22,-3,-1,-4,5,-2,1
JP,Japan,Kagawa,,2020-02-23,6,3,47,15,0,-1
JP,Japan,Kagawa,,2020-02-24,30,4,104,11,-56,13
JP,Japan,Kagawa,,2020-02-25,1,7,16,2,1,0
JP,Japan,Kagawa,,2020-02-26,0,2,11,-2,1,1
JP,Japan,Kagawa,,2020-02-27,0,4,13,-3,1,1
JP,Japan,Kagawa,,2020-02-28,-1,9,9,-11,2,1
JP,Japan,Kagawa,,2020-02-29,-11,6,-40,-26,4,4
JP,Japan,Kagawa,,2020-03-01,-9,8,3,-30,4,3
JP,Japan,Kagawa,,2020-03-02,-3,5,11,-15,2,2
JP,Japan,Kagawa,,2020-03-03,0,8,22,-14,-1,2
JP,Japan,Kagawa,,2020-03-04,-9,-2,-20,-21,-3,5
JP,Japan,Kagawa,,2020-03-05,-3,4,4,-16,-2,3
JP,Japan,Kagawa,,2020-03-06,-6,0,13,-18,-1,4
JP,Japan,Kagawa,,2020-03-07,-10,1,-10,-25,-2,4
JP,Japan,Kagawa,,2020-03-08,-11,1,-28,-37,-3,5
JP,Japan,Kagawa,,2020-03-09,-4,-1,24,-16,0,3
JP,Japan,Kagawa,,2020-03-10,-1,3,4,-18,-3,4
JP,Japan,Kagawa,,2020-03-11,0,2,10,-19,-3,3
JP,Japan,Kagawa,,2020-03-12,1,3,24,-12,-2,3
JP,Japan,Kagawa,,2020-03-13,-1,1,14,-17,-3,3
JP,Japan,Kagawa,,2020-03-14,-5,1,-18,-25,-6,5
JP,Japan,Kagawa,,2020-03-15,-7,4,4,-26,-2,4
JP,Japan,Kagawa,,2020-03-16,-2,0,8,-16,-1,3
JP,Japan,Kagawa,,2020-03-17,1,3,25,-13,-4,3
JP,Japan,Kagawa,,2020-03-18,-1,3,24,-12,-2,3
JP,Japan,Kagawa,,2020-03-19,6,5,26,-5,-3,2
JP,Japan,Kagawa,,2020-03-20,19,10,56,-12,-53,16
JP,Japan,Kagawa,,2020-03-21,-4,2,42,-3,-8,3
JP,Japan,Kagawa,,2020-03-22,-7,0,19,-15,-3,3
JP,Japan,Kagawa,,2020-03-23,1,0,29,-9,-1,2
JP,Japan,Kagawa,,2020-03-24,2,2,34,-7,-2,3
JP,Japan,Kagawa,,2020-03-25,4,6,35,-8,-3,2
JP,Japan,Kagawa,,2020-03-26,4,5,25,-8,-3,3
JP,Japan,Kagawa,,2020-03-27,-3,0,-22,-18,-4,5
JP,Japan,Kagawa,,2020-03-28,-10,-1,-35,-26,-5,5
JP,Japan,Kagawa,,2020-03-29,-7,4,19,-22,-1,3
JP,Japan,Kagawa,,2020-03-30,0,4,0,-15,-3,4
JP,Japan,Kagawa,,2020-03-31,-1,3,19,-13,-4,4
JP,Japan,Kagawa,,2020-04-01,-13,-6,-33,-26,-6,6
JP,Japan,Kagawa,,2020-04-02,-4,5,22,-17,-6,4
JP,Japan,Kagawa,,2020-04-03,-8,2,22,-22,-6,4
JP,Japan,Kagawa,,2020-04-04,-12,6,41,-26,-5,4
JP,Japan,Kagawa,,2020-04-05,-14,6,46,-33,-6,5
JP,Japan,Kagawa,,2020-04-06,-6,2,30,-19,-4,3
JP,Japan,Kagawa,,2020-04-07,-4,6,25,-20,-8,4
JP,Japan,Kagawa,,2020-04-08,-10,3,13,-23,-7,4
JP,Japan,Kagawa,,2020-04-09,-12,2,6,-24,-6,5
JP,Japan,Kagawa,,2020-04-10,-13,3,2,-29,-5,5
JP,Japan,Kagawa,,2020-04-11,-19,6,9,-39,-15,7
JP,Japan,Kagoshima,,2020-02-15,-3,1,-18,-2,2,1
JP,Japan,Kagoshima,,2020-02-16,-6,-1,-37,-13,0,3
JP,Japan,Kagoshima,,2020-02-17,-4,0,-15,-1,1,2
JP,Japan,Kagoshima,,2020-02-18,-5,2,-8,0,0,1
JP,Japan,Kagoshima,,2020-02-19,1,1,5,3,0,0
JP,Japan,Kagoshima,,2020-02-20,2,3,8,4,1,0
JP,Japan,Kagoshima,,2020-02-21,0,1,7,3,1,0
JP,Japan,Kagoshima,,2020-02-22,-1,4,-5,5,1,1
JP,Japan,Kagoshima,,2020-02-23,8,6,27,13,4,-2
JP,Japan,Kagoshima,,2020-02-24,23,4,54,7,-46,10
JP,Japan,Kagoshima,,2020-02-25,-4,9,-1,0,2,0
JP,Japan,Kagoshima,,2020-02-26,-1,4,4,-2,2,0
JP,Japan,Kagoshima,,2020-02-27,2,7,9,-4,2,0
JP,Japan,Kagoshima,,2020-02-28,3,16,-3,-10,2,1
JP,Japan,Kagoshima,,2020-02-29,-7,8,-31,-22,3,4
JP,Japan,Kagoshima,,2020-03-01,-10,3,-41,-29,3,5
JP,Japan,Kagoshima,,2020-03-02,0,5,2,-14,1,2
JP,Japan,Kagoshima,,2020-03-03,-4,7,2,-15,0,2
JP,Japan,Kagoshima,,2020-03-04,-5,1,-13,-17,-1,3
JP,Japan,Kagoshima,,2020-03-05,-2,4,3,-15,-1,3
JP,Japan,Kagoshima,,2020-03-06,-4,0,8,-18,-1,3
JP,Japan,Kagoshima,,2020-03-07,-9,-1,-29,-25,-2,5
JP,Japan,Kagoshima,,2020-03-08,-5,3,14,-16,2,3
JP,Japan,Kagoshima,,2020-03-09,-6,-3,-4,-17,0,3
JP,Japan,Kagoshima,,2020-03-10,-4,5,-18,-18,-2,4
JP,Japan,Kagoshima,,2020-03-11,1,3,5,-15,-1,2
JP,Japan,Kagoshima,,2020-03-12,4,4,11,-12,-3,2
JP,Japan,Kagoshima,,2020-03-13,-1,0,-3,-18,-1,4
JP,Japan,Kagoshima,,2020-03-14,-1,3,-5,-17,-4,4
JP,Japan,Kagoshima,,2020-03-15,-6,3,-8,-19,0,4
JP,Japan,Kagoshima,,2020-03-16,-1,1,8,-13,0,2
JP,Japan,Kagoshima,,2020-03-17,-3,2,9,-13,-1,2
JP,Japan,Kagoshima,,2020-03-18,0,1,8,-10,-1,2
JP,Japan,Kagoshima,,2020-03-19,8,4,0,-6,-1,1
JP,Japan,Kagoshima,,2020-03-20,19,5,49,-8,-44,11
JP,Japan,Kagoshima,,2020-03-21,-2,4,31,-6,-5,2
JP,Japan,Kagoshima,,2020-03-22,-7,-2,-29,-19,0,4
JP,Japan,Kagoshima,,2020-03-23,1,1,20,-8,0,2
JP,Japan,Kagoshima,,2020-03-24,4,5,17,-9,-4,2
JP,Japan,Kagoshima,,2020-03-25,6,6,16,-4,-1,1
JP,Japan,Kagoshima,,2020-03-26,3,5,-11,-10,-3,2
JP,Japan,Kagoshima,,2020-03-27,-4,0,-19,-19,-4,4
JP,Japan,Kagoshima,,2020-03-28,-8,0,-24,-20,-4,5
JP,Japan,Kagoshima,,2020-03-29,-5,4,16,-15,4,2
JP,Japan,Kagoshima,,2020-03-30,-3,-2,-26,-16,-6,5
JP,Japan,Kagoshima,,2020-03-31,2,7,3,-13,-6,3
JP,Japan,Kagoshima,,2020-04-01,-6,1,-12,-21,-5,4
JP,Japan,Kagoshima,,2020-04-02,-4,3,23,-19,-6,3
JP,Japan,Kagoshima,,2020-04-03,-9,1,15,-23,-6,4
JP,Japan,Kagoshima,,2020-04-04,-11,4,17,-27,-5,5
JP,Japan,Kagoshima,,2020-04-05,-10,7,29,-27,-4,5
JP,Japan,Kagoshima,,2020-04-06,-3,5,22,-19,-8,4
JP,Japan,Kagoshima,,2020-04-07,-9,5,10,-21,-7,4
JP,Japan,Kagoshima,,2020-04-08,-11,1,11,-21,-6,3
JP,Japan,Kagoshima,,2020-04-09,-12,2,9,-23,-7,4
JP,Japan,Kagoshima,,2020-04-10,-12,2,8,-28,-5,4
JP,Japan,Kagoshima,,2020-04-11,-13,7,10,-34,-9,6
JP,Japan,Kanagawa,,2020-02-15,-1,6,11,0,3,1
JP,Japan,Kanagawa,,2020-02-16,-13,-11,-43,-11,-2,3
JP,Japan,Kanagawa,,2020-02-17,-2,1,5,-1,-1,1
JP,Japan,Kanagawa,,2020-02-18,1,5,10,-1,-1,1
JP,Japan,Kanagawa,,2020-02-19,-2,2,15,-4,-1,1
JP,Japan,Kanagawa,,2020-02-20,-2,6,6,-4,-2,1
JP,Japan,Kanagawa,,2020-02-21,-3,1,15,-4,0,1
JP,Japan,Kanagawa,,2020-02-22,-7,0,-3,-5,-1,2
JP,Japan,Kanagawa,,2020-02-23,0,5,29,1,1,0
JP,Japan,Kanagawa,,2020-02-24,15,3,69,-34,-59,17
JP,Japan,Kanagawa,,2020-02-25,-3,9,1,-2,1,1
JP,Japan,Kanagawa,,2020-02-26,-10,0,-13,-6,-1,2
JP,Japan,Kanagawa,,2020-02-27,-6,8,2,-8,-1,2
JP,Japan,Kanagawa,,2020-02-28,-3,18,3,-9,0,3
JP,Japan,Kanagawa,,2020-02-29,-9,13,-4,-20,1,5
JP,Japan,Kanagawa,,2020-03-01,-12,10,11,-23,0,4
JP,Japan,Kanagawa,,2020-03-02,-18,-5,-39,-15,-4,6
JP,Japan,Kanagawa,,2020-03-03,-3,13,20,-15,-5,5
JP,Japan,Kanagawa,,2020-03-04,-15,-3,-20,-19,-8,7
JP,Japan,Kanagawa,,2020-03-05,-8,7,7,-17,-6,6
JP,Japan,Kanagawa,,2020-03-06,-10,4,20,-17,-6,6
JP,Japan,Kanagawa,,2020-03-07,-14,3,-10,-24,-6,6
JP,Japan,Kanagawa,,2020-03-08,-25,-13,-63,-35,-9,7
JP,Japan,Kanagawa,,2020-03-09,-8,4,19,-14,-5,5
JP,Japan,Kanagawa,,2020-03-10,-16,-8,-38,-18,-9,8
JP,Japan,Kanagawa,,2020-03-11,-3,7,44,-15,-7,5
JP,Japan,Kanagawa,,2020-03-12,-4,8,26,-15,-7,5
JP,Japan,Kanagawa,,2020-03-13,-6,5,23,-15,-7,6
JP,Japan,Kanagawa,,2020-03-14,-24,-14,-58,-31,-10,9
JP,Japan,Kanagawa,,2020-03-15,-7,11,17,-20,-3,4
JP,Japan,Kanagawa,,2020-03-16,-8,0,4,-13,-5,5
JP,Japan,Kanagawa,,2020-03-17,-3,5,17,-15,-6,5
JP,Japan,Kanagawa,,2020-03-18,-4,5,38,-14,-6,4
JP,Japan,Kanagawa,,2020-03-19,3,7,23,-11,-7,4
JP,Japan,Kanagawa,,2020-03-20,6,10,71,-37,-59,19
JP,Japan,Kanagawa,,2020-03-21,-6,6,40,-16,-8,4
JP,Japan,Kanagawa,,2020-03-22,-10,3,29,-16,-4,3
JP,Japan,Kanagawa,,2020-03-23,-8,-3,-3,-13,-6,5
JP,Japan,Kanagawa,,2020-03-24,-1,4,20,-13,-7,5
JP,Japan,Kanagawa,,2020-03-25,0,11,42,-12,-6,4
JP,Japan,Kanagawa,,2020-03-26,2,25,40,-13,-8,4
JP,Japan,Kanagawa,,2020-03-27,-9,13,10,-19,-11,8
JP,Japan,Kanagawa,,2020-03-28,-32,-1,-16,-40,-16,11
JP,Japan,Kanagawa,,2020-03-29,-55,-31,-66,-55,-23,13
JP,Japan,Kanagawa,,2020-03-30,-11,7,-3,-22,-13,8
JP,Japan,Kanagawa,,2020-03-31,-9,9,7,-22,-12,8
JP,Japan,Kanagawa,,2020-04-01,-27,-11,-42,-27,-16,11
JP,Japan,Kanagawa,,2020-04-02,-13,13,31,-25,-17,10
JP,Japan,Kanagawa,,2020-04-03,-16,10,34,-26,-17,11
JP,Japan,Kanagawa,,2020-04-04,-26,8,28,-40,-19,11
JP,Japan,Kanagawa,,2020-04-05,-34,1,-3,-48,-20,10
JP,Japan,Kanagawa,,2020-04-06,-13,11,25,-25,-18,10
JP,Japan,Kanagawa,,2020-04-07,-15,8,15,-30,-21,12
JP,Japan,Kanagawa,,2020-04-08,-30,2,27,-39,-27,15
JP,Japan,Kanagawa,,2020-04-09,-30,4,18,-42,-30,17
JP,Japan,Kanagawa,,2020-04-10,-32,7,14,-43,-31,18
JP,Japan,Kanagawa,,2020-04-11,-37,4,10,-52,-30,15
JP,Japan,Kochi,,2020-02-15,1,3,10,4,3,1
JP,Japan,Kochi,,2020-02-16,-7,-4,-16,4,-2,2
JP,Japan,Kochi,,2020-02-17,0,1,2,5,3,1
JP,Japan,Kochi,,2020-02-18,2,2,9,2,0,1
JP,Japan,Kochi,,2020-02-19,0,-1,5,2,1,0
JP,Japan,Kochi,,2020-02-20,3,4,9,6,0,0
JP,Japan,Kochi,,2020-02-21,-1,0,9,7,1,0
JP,Japan,Kochi,,2020-02-22,-1,1,-3,4,-2,2
JP,Japan,Kochi,,2020-02-23,7,5,48,34,2,-1
JP,Japan,Kochi,,2020-02-24,24,5,72,19,-48,11
JP,Japan,Kochi,,2020-02-25,4,6,29,8,1,0
JP,Japan,Kochi,,2020-02-26,0,2,14,3,1,0
JP,Japan,Kochi,,2020-02-27,1,4,8,2,1,1
JP,Japan,Kochi,,2020-02-28,-2,8,4,-7,2,1
JP,Japan,Kochi,,2020-02-29,-12,4,-39,-24,2,5
JP,Japan,Kochi,,2020-03-01,-12,6,-25,-22,5,4
JP,Japan,Kochi,,2020-03-02,-5,5,5,-15,2,2
JP,Japan,Kochi,,2020-03-03,-6,6,14,-12,0,3
JP,Japan,Kochi,,2020-03-04,-14,-4,-24,-23,-5,6
JP,Japan,Kochi,,2020-03-05,-7,2,0,-15,-4,4
JP,Japan,Kochi,,2020-03-06,-12,-1,5,-19,-3,5
JP,Japan,Kochi,,2020-03-07,-19,-4,-25,-29,-3,7
JP,Japan,Kochi,,2020-03-08,-14,-2,-12,-25,-4,6
JP,Japan,Kochi,,2020-03-09,-8,-1,7,-14,-1,4
JP,Japan,Kochi,,2020-03-10,-6,0,-6,-19,-4,5
JP,Japan,Kochi,,2020-03-11,-4,0,8,-13,-4,4
JP,Japan,Kochi,,2020-03-12,-3,1,16,-10,-4,4
JP,Japan,Kochi,,2020-03-13,-5,1,8,-16,-4,4
