country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
JP,Japan,Nagano,,2020-02-25,0,5,-8,-2,1,1
JP,Japan,Nagano,,2020-02-26,-3,5,-7,-7,1,1
JP,Japan,Nagano,,2020-02-27,-3,5,-10,-8,0,2
JP,Japan,Nagano,,2020-02-28,-1,15,-6,-14,1,2
JP,Japan,Nagano,,2020-02-29,-8,11,-15,-25,7,3
JP,Japan,Nagano,,2020-03-01,-9,7,-10,-26,2,4
JP,Japan,Nagano,,2020-03-02,-6,3,-6,-21,0,3
JP,Japan,Nagano,,2020-03-03,-1,7,4,-19,-1,3
JP,Japan,Nagano,,2020-03-04,-6,2,-8,-22,-2,4
JP,Japan,Nagano,,2020-03-05,-6,1,-12,-20,-2,4
JP,Japan,Nagano,,2020-03-06,-8,1,1,-21,-1,4
JP,Japan,Nagano,,2020-03-07,-10,2,-1,-25,0,5
JP,Japan,Nagano,,2020-03-08,-12,0,-38,-31,-3,6
JP,Japan,Nagano,,2020-03-09,-5,-1,13,-19,-2,3
JP,Japan,Nagano,,2020-03-10,-5,0,-25,-21,-3,4
JP,Japan,Nagano,,2020-03-11,-1,4,8,-18,-3,3
JP,Japan,Nagano,,2020-03-12,0,4,12,-16,-2,3
JP,Japan,Nagano,,2020-03-13,-3,2,7,-20,-2,4
JP,Japan,Nagano,,2020-03-14,-13,-5,-44,-34,-6,7
JP,Japan,Nagano,,2020-03-15,-4,5,-6,-25,-1,4
JP,Japan,Nagano,,2020-03-16,-9,-4,-20,-21,-2,4
JP,Japan,Nagano,,2020-03-17,3,4,4,-18,-3,3
JP,Japan,Nagano,,2020-03-18,1,3,13,-16,-4,3
JP,Japan,Nagano,,2020-03-19,9,7,14,-8,-3,1
JP,Japan,Nagano,,2020-03-20,17,11,23,-12,-51,16
JP,Japan,Nagano,,2020-03-21,-2,7,31,-11,-6,3
JP,Japan,Nagano,,2020-03-22,-6,3,-15,-12,0,3
JP,Japan,Nagano,,2020-03-23,-1,1,10,-13,-2,2
JP,Japan,Nagano,,2020-03-24,1,2,-5,-16,-3,3
JP,Japan,Nagano,,2020-03-25,4,7,16,-13,-4,2
JP,Japan,Nagano,,2020-03-26,3,10,26,-11,-4,2
JP,Japan,Nagano,,2020-03-27,-3,5,-6,-20,-5,5
JP,Japan,Nagano,,2020-03-28,-11,3,-25,-33,-3,5
JP,Japan,Nagano,,2020-03-29,-31,-11,-56,-44,-4,8
JP,Japan,Nagano,,2020-03-30,-4,4,-11,-22,-6,4
JP,Japan,Nagano,,2020-03-31,0,8,0,-24,-4,4
JP,Japan,Nagano,,2020-04-01,-13,0,-23,-29,-6,5
JP,Japan,Nagano,,2020-04-02,-8,4,0,-27,-7,5
JP,Japan,Nagano,,2020-04-03,-11,3,17,-29,-6,5
JP,Japan,Nagano,,2020-04-04,-16,4,8,-38,-7,6
JP,Japan,Nagano,,2020-04-05,-18,5,-7,-42,-7,6
JP,Japan,Nagano,,2020-04-06,-9,3,9,-26,-9,5
JP,Japan,Nagano,,2020-04-07,-9,5,10,-24,-6,4
JP,Japan,Nagano,,2020-04-08,-15,4,11,-26,-6,4
JP,Japan,Nagano,,2020-04-09,-16,2,7,-27,-6,5
JP,Japan,Nagano,,2020-04-10,-19,2,-3,-38,-8,7
JP,Japan,Nagano,,2020-04-11,-27,0,4,-50,-16,10
JP,Japan,Nagano,,2020-04-12,-31,-2,-18,-56,-14,9
JP,Japan,Nagano,,2020-04-13,-30,-10,-40,-42,-9,9
JP,Japan,Nagano,,2020-04-14,-17,2,0,-36,-9,7
JP,Japan,Nagano,,2020-04-15,-16,6,23,-35,-10,7
JP,Japan,Nagano,,2020-04-16,-19,3,13,-37,-11,7
JP,Japan,Nagano,,2020-04-17,-24,2,3,-44,-12,10
JP,Japan,Nagano,,2020-04-18,-44,-14,-60,-66,-18,14
JP,Japan,Nagano,,2020-04-19,-35,-4,-10,-57,-15,10
JP,Japan,Nagano,,2020-04-20,-29,-6,-29,-46,-12,10
JP,Japan,Nagano,,2020-04-21,-24,-2,5,-43,-13,9
JP,Japan,Nagano,,2020-04-22,-28,-4,-5,-45,-14,9
JP,Japan,Nagano,,2020-04-23,-29,-4,-5,-45,-14,10
JP,Japan,Nagano,,2020-04-24,-32,-2,-13,-51,-15,12
JP,Japan,Nagano,,2020-04-25,-38,-6,-14,-61,-21,12
JP,Japan,Nagano,,2020-04-26,-42,-10,-33,-67,-22,12
JP,Japan,Nagasaki,,2020-02-15,-2,2,-11,-7,2,0
JP,Japan,Nagasaki,,2020-02-16,-6,-3,-35,-13,-1,2
JP,Japan,Nagasaki,,2020-02-17,-9,-1,-22,-6,1,3
JP,Japan,Nagasaki,,2020-02-18,-2,-2,-16,-3,-1,1
JP,Japan,Nagasaki,,2020-02-19,2,1,5,1,1,0
JP,Japan,Nagasaki,,2020-02-20,4,3,5,2,1,0
JP,Japan,Nagasaki,,2020-02-21,0,2,-1,3,1,0
JP,Japan,Nagasaki,,2020-02-22,-1,4,-3,-1,-1,0
JP,Japan,Nagasaki,,2020-02-23,7,6,34,14,2,-2
JP,Japan,Nagasaki,,2020-02-24,18,3,42,-3,-48,10
JP,Japan,Nagasaki,,2020-02-25,0,3,-12,2,1,0
JP,Japan,Nagasaki,,2020-02-26,2,4,4,-1,2,0
JP,Japan,Nagasaki,,2020-02-27,2,6,3,-3,1,0
JP,Japan,Nagasaki,,2020-02-28,-1,10,-17,-10,2,2
JP,Japan,Nagasaki,,2020-02-29,-9,7,-40,-26,3,4
JP,Japan,Nagasaki,,2020-03-01,-8,4,-27,-24,3,4
JP,Japan,Nagasaki,,2020-03-02,-3,6,0,-12,2,2
JP,Japan,Nagasaki,,2020-03-03,-2,5,-7,-13,1,2
JP,Japan,Nagasaki,,2020-03-04,-5,1,-9,-17,-1,3
JP,Japan,Nagasaki,,2020-03-05,-3,3,-1,-15,-1,3
JP,Japan,Nagasaki,,2020-03-06,-6,1,-2,-17,-1,3
JP,Japan,Nagasaki,,2020-03-07,-14,-4,-37,-32,-3,6
JP,Japan,Nagasaki,,2020-03-08,-5,5,13,-20,0,3
JP,Japan,Nagasaki,,2020-03-09,-8,-1,-8,-15,1,3
JP,Japan,Nagasaki,,2020-03-10,-3,1,-23,-19,-3,4
JP,Japan,Nagasaki,,2020-03-11,1,4,6,-12,-1,2
JP,Japan,Nagasaki,,2020-03-12,0,5,10,-11,-1,2
JP,Japan,Nagasaki,,2020-03-13,-3,2,-7,-15,-1,3
JP,Japan,Nagasaki,,2020-03-14,-4,5,-3,-23,-3,3
JP,Japan,Nagasaki,,2020-03-15,-5,5,1,-22,-2,4
JP,Japan,Nagasaki,,2020-03-16,-5,3,1,-13,1,3
JP,Japan,Nagasaki,,2020-03-17,-1,3,0,-12,-2,2
JP,Japan,Nagasaki,,2020-03-18,2,3,14,-10,-2,2
JP,Japan,Nagasaki,,2020-03-19,7,6,7,-6,-1,0
JP,Japan,Nagasaki,,2020-03-20,13,7,34,-17,-46,12
JP,Japan,Nagasaki,,2020-03-21,-3,6,25,-13,-5,2
JP,Japan,Nagasaki,,2020-03-22,-7,1,-3,-16,-2,3
JP,Japan,Nagasaki,,2020-03-23,-2,4,15,-6,0,2
JP,Japan,Nagasaki,,2020-03-24,1,3,8,-7,-1,2
JP,Japan,Nagasaki,,2020-03-25,6,8,23,-3,-2,1
JP,Japan,Nagasaki,,2020-03-26,-3,1,-19,-12,-3,3
JP,Japan,Nagasaki,,2020-03-27,-9,-3,-31,-17,-5,5
JP,Japan,Nagasaki,,2020-03-28,-10,1,-33,-24,-4,5
JP,Japan,Nagasaki,,2020-03-29,-3,8,30,-12,3,2
JP,Japan,Nagasaki,,2020-03-30,-3,4,-11,-11,-2,3
JP,Japan,Nagasaki,,2020-03-31,-1,6,-2,-11,-2,2
JP,Japan,Nagasaki,,2020-04-01,-9,2,-17,-20,-5,4
JP,Japan,Nagasaki,,2020-04-02,-7,6,19,-17,-6,3
JP,Japan,Nagasaki,,2020-04-03,-12,4,8,-21,-6,5
JP,Japan,Nagasaki,,2020-04-04,-16,7,18,-32,-7,6
JP,Japan,Nagasaki,,2020-04-05,-15,8,29,-34,-7,6
JP,Japan,Nagasaki,,2020-04-06,-11,6,15,-18,-4,4
JP,Japan,Nagasaki,,2020-04-07,-8,5,2,-20,-8,4
JP,Japan,Nagasaki,,2020-04-08,-9,4,8,-21,-10,4
JP,Japan,Nagasaki,,2020-04-09,-13,4,3,-24,-7,5
JP,Japan,Nagasaki,,2020-04-10,-15,3,-8,-26,-7,5
JP,Japan,Nagasaki,,2020-04-11,-18,5,-6,-40,-13,8
JP,Japan,Nagasaki,,2020-04-12,-27,-5,-48,-53,-14,10
JP,Japan,Nagasaki,,2020-04-13,-20,-1,-28,-31,-5,6
JP,Japan,Nagasaki,,2020-04-14,-13,2,-7,-26,-7,5
JP,Japan,Nagasaki,,2020-04-15,-11,8,-1,-24,-7,4
JP,Japan,Nagasaki,,2020-04-16,-13,7,0,-26,-7,5
JP,Japan,Nagasaki,,2020-04-17,-21,0,-27,-33,-8,8
JP,Japan,Nagasaki,,2020-04-18,-25,2,-13,-48,-12,9
JP,Japan,Nagasaki,,2020-04-19,-32,-7,-33,-57,-16,11
JP,Japan,Nagasaki,,2020-04-20,-20,1,-10,-32,-6,6
JP,Japan,Nagasaki,,2020-04-21,-21,0,-14,-36,-10,7
JP,Japan,Nagasaki,,2020-04-22,-25,-4,-12,-39,-12,8
JP,Japan,Nagasaki,,2020-04-23,-26,-3,-18,-42,-13,9
JP,Japan,Nagasaki,,2020-04-24,-26,0,-17,-44,-13,10
JP,Japan,Nagasaki,,2020-04-25,-33,-1,-21,-53,-18,12
JP,Japan,Nagasaki,,2020-04-26,-36,-5,-17,-57,-21,11
JP,Japan,Nara,,2020-02-15,-1,8,-15,-7,3,1
JP,Japan,Nara,,2020-02-16,-10,-5,-41,-17,-2,3
JP,Japan,Nara,,2020-02-17,-5,4,-14,-2,2,1
JP,Japan,Nara,,2020-02-18,-4,4,-11,-4,-1,1
JP,Japan,Nara,,2020-02-19,-1,5,9,-2,0,0
JP,Japan,Nara,,2020-02-20,2,5,6,-2,-1,0
JP,Japan,Nara,,2020-02-21,-1,5,12,1,0,0
JP,Japan,Nara,,2020-02-22,-7,0,-32,-13,-2,2
JP,Japan,Nara,,2020-02-23,1,10,31,1,1,0
JP,Japan,Nara,,2020-02-24,24,14,75,-28,-56,14
JP,Japan,Nara,,2020-02-25,0,9,-5,-2,1,1
JP,Japan,Nara,,2020-02-26,0,6,-1,-1,0,1
JP,Japan,Nara,,2020-02-27,-1,6,-6,-5,-1,1
JP,Japan,Nara,,2020-02-28,2,15,-2,-5,2,1
JP,Japan,Nara,,2020-02-29,-6,7,-44,-26,2,4
JP,Japan,Nara,,2020-03-01,-3,21,12,-20,3,2
JP,Japan,Nara,,2020-03-02,-5,11,1,-11,-1,3
JP,Japan,Nara,,2020-03-03,0,13,14,-13,-2,3
JP,Japan,Nara,,2020-03-04,-13,-3,-32,-17,-5,5
JP,Japan,Nara,,2020-03-05,-6,6,-8,-15,-4,4
JP,Japan,Nara,,2020-03-06,-5,6,14,-14,-3,4
JP,Japan,Nara,,2020-03-07,-4,9,10,-26,-5,4
JP,Japan,Nara,,2020-03-08,-15,1,-41,-37,-7,6
JP,Japan,Nara,,2020-03-09,-5,6,20,-10,-2,3
JP,Japan,Nara,,2020-03-10,-10,-2,-33,-17,-6,5
JP,Japan,Nara,,2020-03-11,-2,7,13,-12,-5,3
JP,Japan,Nara,,2020-03-12,0,8,36,-11,-5,3
JP,Japan,Nara,,2020-03-13,-1,7,18,-11,-5,3
JP,Japan,Nara,,2020-03-14,-10,-1,-46,-32,-9,6
JP,Japan,Nara,,2020-03-15,-4,12,21,-21,-3,3
JP,Japan,Nara,,2020-03-16,-9,2,-21,-13,-3,4
JP,Japan,Nara,,2020-03-17,0,8,18,-13,-4,3
JP,Japan,Nara,,2020-03-18,-1,8,26,-8,-4,2
JP,Japan,Nara,,2020-03-19,6,9,21,-7,-5,1
JP,Japan,Nara,,2020-03-20,25,20,70,-29,-55,14
JP,Japan,Nara,,2020-03-21,1,11,39,-15,-8,3
JP,Japan,Nara,,2020-03-22,-5,8,24,-21,-4,3
JP,Japan,Nara,,2020-03-23,-2,5,16,-9,-3,3
JP,Japan,Nara,,2020-03-24,1,6,9,-12,-4,3
JP,Japan,Nara,,2020-03-25,5,10,33,-6,-5,2
JP,Japan,Nara,,2020-03-26,4,13,40,-8,-6,2
JP,Japan,Nara,,2020-03-27,-7,2,-30,-13,-7,5
JP,Japan,Nara,,2020-03-28,-9,4,-39,-32,-8,6
JP,Japan,Nara,,2020-03-29,-7,11,10,-27,-5,4
JP,Japan,Nara,,2020-03-30,-5,5,-18,-14,-6,5
JP,Japan,Nara,,2020-03-31,2,11,25,-15,-6,4
JP,Japan,Nara,,2020-04-01,-18,-2,-30,-18,-9,6
JP,Japan,Nara,,2020-04-02,-6,11,23,-16,-9,5
JP,Japan,Nara,,2020-04-03,-8,10,49,-14,-8,5
JP,Japan,Nara,,2020-04-04,-8,16,53,-28,-10,6
JP,Japan,Nara,,2020-04-05,-13,16,55,-30,-9,6
JP,Japan,Nara,,2020-04-06,-11,12,28,-16,-7,5
JP,Japan,Nara,,2020-04-07,-8,10,28,-21,-11,6
JP,Japan,Nara,,2020-04-08,-13,11,30,-23,-13,6
JP,Japan,Nara,,2020-04-09,-13,7,24,-26,-15,7
JP,Japan,Nara,,2020-04-10,-16,8,3,-27,-14,9
JP,Japan,Nara,,2020-04-11,-17,12,5,-44,-19,9
JP,Japan,Nara,,2020-04-12,-37,-10,-65,-60,-21,12
JP,Japan,Nara,,2020-04-13,-29,-7,-51,-36,-16,11
JP,Japan,Nara,,2020-04-14,-14,9,7,-35,-17,9
JP,Japan,Nara,,2020-04-15,-12,14,21,-32,-17,9
JP,Japan,Nara,,2020-04-16,-14,10,18,-34,-18,10
JP,Japan,Nara,,2020-04-17,-18,9,-8,-38,-19,11
JP,Japan,Nara,,2020-04-18,-34,-5,-51,-57,-23,14
JP,Japan,Nara,,2020-04-19,-33,-1,6,-52,-21,10
JP,Japan,Nara,,2020-04-20,-27,-1,-21,-39,-19,12
JP,Japan,Nara,,2020-04-21,-25,2,9,-41,-22,12
JP,Japan,Nara,,2020-04-22,-29,-1,-1,-41,-24,12
JP,Japan,Nara,,2020-04-23,-31,-3,-8,-43,-25,13
JP,Japan,Nara,,2020-04-24,-30,2,-11,-42,-24,14
JP,Japan,Nara,,2020-04-25,-32,0,-13,-54,-25,12
JP,Japan,Nara,,2020-04-26,-38,-5,-11,-56,-25,11
JP,Japan,Niigata,,2020-02-15,3,1,14,4,5,0
JP,Japan,Niigata,,2020-02-16,-4,0,-16,-6,0,2
JP,Japan,Niigata,,2020-02-17,0,-2,-7,-1,0,1
JP,Japan,Niigata,,2020-02-18,-2,-1,-2,-3,0,1
JP,Japan,Niigata,,2020-02-19,3,4,10,1,0,1
JP,Japan,Niigata,,2020-02-20,3,5,0,-1,0,1
JP,Japan,Niigata,,2020-02-21,3,3,15,3,0,0
JP,Japan,Niigata,,2020-02-22,0,3,-5,9,-1,1
JP,Japan,Niigata,,2020-02-23,0,0,-21,2,0,1
JP,Japan,Niigata,,2020-02-24,34,10,17,4,-58,15
JP,Japan,Niigata,,2020-02-25,0,5,-2,-2,0,0
JP,Japan,Niigata,,2020-02-26,3,6,9,-2,1,1
JP,Japan,Niigata,,2020-02-27,2,6,0,-5,1,1
JP,Japan,Niigata,,2020-02-28,3,14,0,-13,1,1
JP,Japan,Niigata,,2020-02-29,-3,12,-9,-23,11,2
JP,Japan,Niigata,,2020-03-01,-8,8,-9,-29,2,4
JP,Japan,Niigata,,2020-03-02,-3,4,-1,-20,-1,2
JP,Japan,Niigata,,2020-03-03,-3,10,0,-22,-3,3
JP,Japan,Niigata,,2020-03-04,-4,5,2,-23,-3,4
JP,Japan,Niigata,,2020-03-05,-10,-1,-22,-27,-4,5
JP,Japan,Niigata,,2020-03-06,-7,2,-5,-26,-3,5
JP,Japan,Niigata,,2020-03-07,-8,2,11,-27,-1,4
JP,Japan,Niigata,,2020-03-08,-8,2,9,-28,-3,4
JP,Japan,Niigata,,2020-03-09,-1,0,30,-19,-3,3
JP,Japan,Niigata,,2020-03-10,-6,2,-15,-23,-3,4
JP,Japan,Niigata,,2020-03-11,-3,2,-11,-23,-4,4
JP,Japan,Niigata,,2020-03-12,2,6,20,-19,-3,3
JP,Japan,Niigata,,2020-03-13,-2,3,9,-23,-3,4
JP,Japan,Niigata,,2020-03-14,-4,1,-27,-29,-8,6
JP,Japan,Niigata,,2020-03-15,-5,4,11,-24,-3,4
JP,Japan,Niigata,,2020-03-16,-7,-4,-22,-23,-3,4
JP,Japan,Niigata,,2020-03-17,-3,1,2,-19,-3,3
JP,Japan,Niigata,,2020-03-18,0,3,8,-18,-2,3
JP,Japan,Niigata,,2020-03-19,11,9,39,-10,-3,1
JP,Japan,Niigata,,2020-03-20,13,7,-13,-30,-56,20
JP,Japan,Niigata,,2020-03-21,-3,2,19,-19,-5,4
JP,Japan,Niigata,,2020-03-22,-12,-2,-38,-27,-3,5
JP,Japan,Niigata,,2020-03-23,2,-1,12,-17,-3,3
JP,Japan,Niigata,,2020-03-24,1,2,-3,-21,-5,4
JP,Japan,Niigata,,2020-03-25,8,8,26,-14,-3,3
JP,Japan,Niigata,,2020-03-26,6,10,41,-13,-4,2
JP,Japan,Niigata,,2020-03-27,-1,5,-3,-22,-5,4
JP,Japan,Niigata,,2020-03-28,-6,3,-21,-30,-7,5
JP,Japan,Niigata,,2020-03-29,-11,3,-22,-35,-3,5
JP,Japan,Niigata,,2020-03-30,3,2,20,-19,-5,3
JP,Japan,Niigata,,2020-03-31,4,6,39,-21,-5,3
JP,Japan,Niigata,,2020-04-01,-5,2,3,-26,-6,4
JP,Japan,Niigata,,2020-04-02,-5,4,0,-27,-8,5
JP,Japan,Niigata,,2020-04-03,-3,5,48,-26,-7,4
JP,Japan,Niigata,,2020-04-04,-8,4,42,-32,-7,5
JP,Japan,Niigata,,2020-04-05,-14,2,-31,-43,-9,7
JP,Japan,Niigata,,2020-04-06,-6,1,-8,-25,-8,5
JP,Japan,Niigata,,2020-04-07,-3,7,46,-20,-9,4
JP,Japan,Niigata,,2020-04-08,-5,5,51,-22,-8,4
JP,Japan,Niigata,,2020-04-09,-8,4,32,-24,-7,4
JP,Japan,Niigata,,2020-04-10,-13,3,-4,-32,-7,6
JP,Japan,Niigata,,2020-04-11,-13,3,39,-42,-18,8
JP,Japan,Niigata,,2020-04-12,-17,3,61,-43,-11,6
JP,Japan,Niigata,,2020-04-13,-15,-4,-13,-29,-6,5
JP,Japan,Niigata,,2020-04-14,-12,2,11,-28,-7,5
JP,Japan,Niigata,,2020-04-15,-7,8,47,-29,-8,5
JP,Japan,Niigata,,2020-04-16,-9,6,30,-33,-9,5
JP,Japan,Niigata,,2020-04-17,-14,5,31,-39,-9,7
JP,Japan,Niigata,,2020-04-18,-32,-6,-50,-59,-12,11
JP,Japan,Niigata,,2020-04-19,-29,-2,6,-55,-14,9
JP,Japan,Niigata,,2020-04-20,-21,-3,-20,-42,-9,7
JP,Japan,Niigata,,2020-04-21,-20,0,-1,-41,-11,8
JP,Japan,Niigata,,2020-04-22,-23,-1,-17,-44,-12,9
JP,Japan,Niigata,,2020-04-23,-24,-2,-19,-45,-13,9
JP,Japan,Niigata,,2020-04-24,-24,3,-8,-48,-15,11
JP,Japan,Niigata,,2020-04-25,-29,-2,21,-53,-21,10
JP,Japan,Niigata,,2020-04-26,-38,-9,-42,-65,-21,11
JP,Japan,Oita,,2020-02-15,0,2,-6,-3,3,0
JP,Japan,Oita,,2020-02-16,-3,0,-27,-12,0,2
JP,Japan,Oita,,2020-02-17,-4,1,-13,-1,1,2
JP,Japan,Oita,,2020-02-18,-3,-2,-10,-5,-1,1
JP,Japan,Oita,,2020-02-19,0,0,3,1,0,0
JP,Japan,Oita,,2020-02-20,3,3,2,5,1,0
JP,Japan,Oita,,2020-02-21,0,1,6,5,1,1
JP,Japan,Oita,,2020-02-22,1,4,-7,4,-1,1
JP,Japan,Oita,,2020-02-23,9,8,36,20,3,-1
JP,Japan,Oita,,2020-02-24,21,4,53,17,-48,11
JP,Japan,Oita,,2020-02-25,0,6,-1,1,1,0
JP,Japan,Oita,,2020-02-26,0,2,-2,-3,2,0
JP,Japan,Oita,,2020-02-27,0,6,-7,-4,1,1
JP,Japan,Oita,,2020-02-28,2,15,-12,-12,2,2
JP,Japan,Oita,,2020-02-29,-10,5,-48,-28,2,5
JP,Japan,Oita,,2020-03-01,-7,4,-32,-28,2,4
JP,Japan,Oita,,2020-03-02,-4,5,-8,-16,1,3
JP,Japan,Oita,,2020-03-03,-5,6,-8,-18,-2,3
JP,Japan,Oita,,2020-03-04,-9,1,-16,-21,-2,4
JP,Japan,Oita,,2020-03-05,-8,3,-4,-18,-2,4
JP,Japan,Oita,,2020-03-06,-10,0,3,-19,-4,5
JP,Japan,Oita,,2020-03-07,-16,-2,-29,-29,-3,6
JP,Japan,Oita,,2020-03-08,-10,3,1,-22,-2,4
JP,Japan,Oita,,2020-03-09,-10,-1,-8,-18,-1,4
JP,Japan,Oita,,2020-03-10,-5,3,-17,-22,-3,4
JP,Japan,Oita,,2020-03-11,-3,1,6,-14,-3,3
JP,Japan,Oita,,2020-03-12,-3,3,10,-12,-3,3
JP,Japan,Oita,,2020-03-13,-4,1,0,-16,-3,4
JP,Japan,Oita,,2020-03-14,-6,2,-15,-18,-5,5
JP,Japan,Oita,,2020-03-15,-6,3,5,-15,-2,3
JP,Japan,Oita,,2020-03-16,-5,1,-7,-13,-1,3
JP,Japan,Oita,,2020-03-17,-4,0,5,-12,-2,2
JP,Japan,Oita,,2020-03-18,-4,0,11,-11,-1,2
JP,Japan,Oita,,2020-03-19,4,5,6,-4,-1,1
JP,Japan,Oita,,2020-03-20,13,7,62,4,-46,13
JP,Japan,Oita,,2020-03-21,-6,5,38,0,-6,3
JP,Japan,Oita,,2020-03-22,-11,1,3,-16,-2,4
JP,Japan,Oita,,2020-03-23,-6,0,7,-12,-1,3
JP,Japan,Oita,,2020-03-24,-2,3,7,-13,-5,3
JP,Japan,Oita,,2020-03-25,1,4,20,-9,-3,2
JP,Japan,Oita,,2020-03-26,-4,4,-16,-15,-4,4
JP,Japan,Oita,,2020-03-27,-7,-1,-20,-20,-5,6
JP,Japan,Oita,,2020-03-28,-14,-2,-38,-30,-6,7
JP,Japan,Oita,,2020-03-29,-8,5,22,-17,-1,3
JP,Japan,Oita,,2020-03-30,-8,-1,-24,-21,-3,5
JP,Japan,Oita,,2020-03-31,-7,2,-20,-21,-4,4
JP,Japan,Oita,,2020-04-01,-14,-3,-32,-26,-7,5
JP,Japan,Oita,,2020-04-02,-11,3,15,-18,-7,5
JP,Japan,Oita,,2020-04-03,-15,0,12,-23,-8,6
JP,Japan,Oita,,2020-04-04,-18,4,21,-25,-9,7
JP,Japan,Oita,,2020-04-05,-18,3,16,-30,-10,6
JP,Japan,Oita,,2020-04-06,-13,3,8,-20,-6,5
JP,Japan,Oita,,2020-04-07,-12,2,4,-25,-8,5
JP,Japan,Oita,,2020-04-08,-16,-1,1,-26,-8,5
JP,Japan,Oita,,2020-04-09,-14,0,-1,-27,-10,6
JP,Japan,Oita,,2020-04-10,-14,2,-5,-29,-10,7
JP,Japan,Oita,,2020-04-11,-20,2,-9,-36,-16,9
JP,Japan,Oita,,2020-04-12,-34,-15,-69,-59,-18,11
JP,Japan,Oita,,2020-04-13,-20,-4,-42,-36,-9,8
JP,Japan,Oita,,2020-04-14,-16,0,-7,-28,-8,6
JP,Japan,Oita,,2020-04-15,-14,4,-3,-25,-8,5
JP,Japan,Oita,,2020-04-16,-15,4,-3,-26,-9,6
JP,Japan,Oita,,2020-04-17,-21,0,-22,-39,-11,9
JP,Japan,Oita,,2020-04-18,-27,-1,-20,-45,-15,11
JP,Japan,Oita,,2020-04-19,-32,-7,-33,-53,-17,10
JP,Japan,Oita,,2020-04-20,-20,-1,-17,-37,-9,8
JP,Japan,Oita,,2020-04-21,-22,-2,-11,-38,-12,8
JP,Japan,Oita,,2020-04-22,-23,-5,-14,-39,-14,9
JP,Japan,Oita,,2020-04-23,-24,-4,-15,-40,-14,10
JP,Japan,Oita,,2020-04-24,-23,0,-13,-42,-16,11
JP,Japan,Oita,,2020-04-25,-29,-1,-18,-48,-20,12
JP,Japan,Oita,,2020-04-26,-33,-7,-27,-54,-23,11
JP,Japan,Okayama,,2020-02-15,0,4,12,-1,4,0
JP,Japan,Okayama,,2020-02-16,-6,-3,-35,-8,-2,2
JP,Japan,Okayama,,2020-02-17,-1,-1,-6,0,2,1
JP,Japan,Okayama,,2020-02-18,1,2,12,-1,0,1
JP,Japan,Okayama,,2020-02-19,1,0,10,2,0,0
JP,Japan,Okayama,,2020-02-20,3,4,6,0,1,0
JP,Japan,Okayama,,2020-02-21,0,1,10,0,1,1
JP,Japan,Okayama,,2020-02-22,-2,1,-16,2,-2,2
JP,Japan,Okayama,,2020-02-23,4,4,25,13,0,-1
JP,Japan,Okayama,,2020-02-24,26,4,72,2,-51,13
JP,Japan,Okayama,,2020-02-25,0,5,7,1,1,0
JP,Japan,Okayama,,2020-02-26,0,2,5,-2,1,1
JP,Japan,Okayama,,2020-02-27,-1,4,0,-7,1,1
JP,Japan,Okayama,,2020-02-28,-2,10,2,-13,2,2
JP,Japan,Okayama,,2020-02-29,-8,10,-39,-28,3,4
JP,Japan,Okayama,,2020-03-01,-6,10,-2,-21,4,3
JP,Japan,Okayama,,2020-03-02,-2,6,7,-17,1,2
JP,Japan,Okayama,,2020-03-03,-1,8,29,-16,-1,2
JP,Japan,Okayama,,2020-03-04,-9,-3,-25,-21,-3,4
JP,Japan,Okayama,,2020-03-05,-4,3,-2,-19,-1,3
JP,Japan,Okayama,,2020-03-06,-5,1,15,-20,-1,3
JP,Japan,Okayama,,2020-03-07,-9,1,-2,-27,-2,5
JP,Japan,Okayama,,2020-03-08,-10,2,-26,-29,-2,5
JP,Japan,Okayama,,2020-03-09,-3,-1,17,-14,0,3
JP,Japan,Okayama,,2020-03-10,-3,3,-7,-18,-3,4
JP,Japan,Okayama,,2020-03-11,0,2,13,-15,-2,3
JP,Japan,Okayama,,2020-03-12,2,4,22,-14,-2,2
JP,Japan,Okayama,,2020-03-13,0,2,14,-16,-3,3
JP,Japan,Okayama,,2020-03-14,-2,3,-15,-22,-5,4
JP,Japan,Okayama,,2020-03-15,-4,5,2,-16,-2,3
JP,Japan,Okayama,,2020-03-16,-3,-1,-3,-12,-1,3
JP,Japan,Okayama,,2020-03-17,1,3,31,-12,-3,2
JP,Japan,Okayama,,2020-03-18,1,2,22,-9,-2,2
JP,Japan,Okayama,,2020-03-19,9,5,22,-3,-2,1
JP,Japan,Okayama,,2020-03-20,20,11,67,-12,-50,14
JP,Japan,Okayama,,2020-03-21,-1,5,44,-8,-8,2
JP,Japan,Okayama,,2020-03-22,-5,2,11,-7,-1,2
JP,Japan,Okayama,,2020-03-23,0,-1,24,-8,-1,2
JP,Japan,Okayama,,2020-03-24,2,3,38,-12,-3,2
JP,Japan,Okayama,,2020-03-25,4,4,27,-9,-3,2
JP,Japan,Okayama,,2020-03-26,3,6,24,-10,-3,2
JP,Japan,Okayama,,2020-03-27,-5,0,-22,-20,-5,5
JP,Japan,Okayama,,2020-03-28,-8,4,-21,-25,-5,5
JP,Japan,Okayama,,2020-03-29,-7,7,17,-18,0,3
