country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
JP,Japan,Okayama,,2020-03-30,0,5,18,-14,-4,3
JP,Japan,Okayama,,2020-03-31,0,4,33,-16,-4,3
JP,Japan,Okayama,,2020-04-01,-14,-6,-31,-23,-7,6
JP,Japan,Okayama,,2020-04-02,-5,5,33,-19,-7,4
JP,Japan,Okayama,,2020-04-03,-9,4,42,-23,-7,5
JP,Japan,Okayama,,2020-04-04,-11,7,58,-28,-10,5
JP,Japan,Okayama,,2020-04-05,-15,5,39,-28,-8,5
JP,Japan,Okayama,,2020-04-06,-7,3,36,-19,-6,4
JP,Japan,Okayama,,2020-04-07,-8,5,44,-23,-7,4
JP,Japan,Okayama,,2020-04-08,-10,2,22,-23,-8,5
JP,Japan,Okayama,,2020-04-09,-9,3,19,-25,-9,5
JP,Japan,Okayama,,2020-04-10,-12,4,12,-30,-8,6
JP,Japan,Okayama,,2020-04-11,-16,5,21,-41,-16,8
JP,Japan,Okayama,,2020-04-12,-34,-10,-66,-57,-14,11
JP,Japan,Okayama,,2020-04-13,-18,-4,-29,-30,-7,8
JP,Japan,Okayama,,2020-04-14,-12,4,27,-28,-6,5
JP,Japan,Okayama,,2020-04-15,-10,7,10,-27,-7,5
JP,Japan,Okayama,,2020-04-16,-12,5,12,-29,-7,5
JP,Japan,Okayama,,2020-04-17,-16,4,-1,-37,-9,8
JP,Japan,Okayama,,2020-04-18,-27,0,-27,-52,-15,11
JP,Japan,Okayama,,2020-04-19,-31,-3,-9,-50,-14,9
JP,Japan,Okayama,,2020-04-20,-21,-1,-9,-38,-8,8
JP,Japan,Okayama,,2020-04-21,-21,0,15,-39,-11,8
JP,Japan,Okayama,,2020-04-22,-25,-3,-2,-40,-13,9
JP,Japan,Okayama,,2020-04-23,-25,-2,-7,-42,-14,9
JP,Japan,Okayama,,2020-04-24,-26,1,-5,-46,-15,11
JP,Japan,Okayama,,2020-04-25,-32,1,-3,-53,-19,11
JP,Japan,Okayama,,2020-04-26,-38,-6,-20,-57,-17,10
JP,Japan,Okinawa,,2020-02-15,1,1,9,2,3,0
JP,Japan,Okinawa,,2020-02-16,-3,-2,-15,-5,-2,2
JP,Japan,Okinawa,,2020-02-17,-2,1,-9,4,-3,1
JP,Japan,Okinawa,,2020-02-18,0,1,-6,-2,-2,2
JP,Japan,Okinawa,,2020-02-19,-3,-1,10,1,1,1
JP,Japan,Okinawa,,2020-02-20,-2,1,6,1,0,1
JP,Japan,Okinawa,,2020-02-21,-4,-1,8,1,1,0
JP,Japan,Okinawa,,2020-02-22,-2,0,0,-1,0,1
JP,Japan,Okinawa,,2020-02-23,2,2,21,0,1,-1
JP,Japan,Okinawa,,2020-02-24,8,-1,30,3,-42,10
JP,Japan,Okinawa,,2020-02-25,-2,2,-8,0,-1,1
JP,Japan,Okinawa,,2020-02-26,-6,0,-6,-6,0,1
JP,Japan,Okinawa,,2020-02-27,-5,1,-7,-12,0,2
JP,Japan,Okinawa,,2020-02-28,-6,1,-6,-16,2,1
JP,Japan,Okinawa,,2020-02-29,-8,1,-17,-20,7,2
JP,Japan,Okinawa,,2020-03-01,-12,-2,-30,-30,3,4
JP,Japan,Okinawa,,2020-03-02,-11,-2,-27,-25,0,2
JP,Japan,Okinawa,,2020-03-03,-6,1,-15,-26,0,3
JP,Japan,Okinawa,,2020-03-04,-11,-4,-20,-27,-2,4
JP,Japan,Okinawa,,2020-03-05,-10,-3,-42,-29,-4,5
JP,Japan,Okinawa,,2020-03-06,-8,-3,-6,-27,-1,3
JP,Japan,Okinawa,,2020-03-07,-11,-7,-36,-32,1,5
JP,Japan,Okinawa,,2020-03-08,-9,-2,-16,-32,-2,4
JP,Japan,Okinawa,,2020-03-09,-11,-4,-20,-25,-2,2
JP,Japan,Okinawa,,2020-03-10,-3,0,-31,-28,-3,4
JP,Japan,Okinawa,,2020-03-11,-3,1,-10,-22,-4,3
JP,Japan,Okinawa,,2020-03-12,-5,-2,-19,-24,-4,3
JP,Japan,Okinawa,,2020-03-13,-5,-5,-27,-29,-3,4
JP,Japan,Okinawa,,2020-03-14,-5,-5,-42,-31,-2,4
JP,Japan,Okinawa,,2020-03-15,-5,0,-9,-28,-1,3
JP,Japan,Okinawa,,2020-03-16,-8,-2,-15,-22,0,1
JP,Japan,Okinawa,,2020-03-17,-3,-2,-12,-23,-1,2
JP,Japan,Okinawa,,2020-03-18,-5,-3,-14,-18,-1,3
JP,Japan,Okinawa,,2020-03-19,-2,-6,-35,-19,-3,3
JP,Japan,Okinawa,,2020-03-20,3,-2,14,-21,-40,12
JP,Japan,Okinawa,,2020-03-21,-6,-3,-6,-19,-1,3
JP,Japan,Okinawa,,2020-03-22,-8,-2,-12,-20,-1,2
JP,Japan,Okinawa,,2020-03-23,-6,-3,-16,-19,-1,1
JP,Japan,Okinawa,,2020-03-24,-1,-1,-14,-20,-2,2
JP,Japan,Okinawa,,2020-03-25,-3,1,-6,-17,-3,2
JP,Japan,Okinawa,,2020-03-26,-2,2,-1,-15,-4,3
JP,Japan,Okinawa,,2020-03-27,-6,-3,-10,-21,-4,3
JP,Japan,Okinawa,,2020-03-28,-12,-6,-37,-27,-1,5
JP,Japan,Okinawa,,2020-03-29,-9,0,-14,-27,1,3
JP,Japan,Okinawa,,2020-03-30,-9,-2,-17,-24,-6,3
JP,Japan,Okinawa,,2020-03-31,-6,-1,-34,-24,-7,5
JP,Japan,Okinawa,,2020-04-01,-11,-2,-25,-26,-8,5
JP,Japan,Okinawa,,2020-04-02,-12,-2,-12,-29,-8,5
JP,Japan,Okinawa,,2020-04-03,-14,-2,-13,-32,-8,5
JP,Japan,Okinawa,,2020-04-04,-20,-4,-50,-41,-6,9
JP,Japan,Okinawa,,2020-04-05,-19,2,-18,-40,-8,6
JP,Japan,Okinawa,,2020-04-06,-18,2,-28,-35,-9,5
JP,Japan,Okinawa,,2020-04-07,-22,-1,-47,-45,-13,9
JP,Japan,Okinawa,,2020-04-08,-24,-3,-23,-44,-14,9
JP,Japan,Okinawa,,2020-04-09,-29,-7,-42,-49,-15,11
JP,Japan,Okinawa,,2020-04-10,-26,-1,-19,-48,-14,9
JP,Japan,Okinawa,,2020-04-11,-34,-6,-38,-54,-16,12
JP,Japan,Okinawa,,2020-04-12,-37,-7,-55,-62,-19,12
JP,Japan,Okinawa,,2020-04-13,-30,-7,-41,-53,-15,9
JP,Japan,Okinawa,,2020-04-14,-27,-7,-27,-51,-16,11
JP,Japan,Okinawa,,2020-04-15,-27,-3,-26,-49,-17,11
JP,Japan,Okinawa,,2020-04-16,-29,-4,-21,-52,-18,11
JP,Japan,Okinawa,,2020-04-17,-34,-7,-24,-56,-18,12
JP,Japan,Okinawa,,2020-04-18,-40,-10,-35,-56,-19,14
JP,Japan,Okinawa,,2020-04-19,-42,-10,-36,-60,-24,12
JP,Japan,Okinawa,,2020-04-20,-38,-11,-50,-57,-21,12
JP,Japan,Okinawa,,2020-04-21,-37,-11,-50,-59,-24,15
JP,Japan,Okinawa,,2020-04-22,-39,-12,-49,-60,-25,16
JP,Japan,Okinawa,,2020-04-23,-39,-11,-39,-59,-26,16
JP,Japan,Okinawa,,2020-04-24,-42,-11,-35,-60,-26,16
JP,Japan,Okinawa,,2020-04-25,-45,-13,-42,-62,-25,16
JP,Japan,Okinawa,,2020-04-26,-52,-20,-69,-72,-32,16
JP,Japan,Osaka,,2020-02-15,0,3,2,-3,3,1
JP,Japan,Osaka,,2020-02-16,-12,-11,-42,-10,-3,3
JP,Japan,Osaka,,2020-02-17,-1,2,-8,-1,2,1
JP,Japan,Osaka,,2020-02-18,-2,1,-6,-4,-1,1
JP,Japan,Osaka,,2020-02-19,0,1,13,-3,0,1
JP,Japan,Osaka,,2020-02-20,1,2,8,-3,0,1
JP,Japan,Osaka,,2020-02-21,-2,2,7,-2,0,1
JP,Japan,Osaka,,2020-02-22,-10,-7,-29,-11,-4,3
JP,Japan,Osaka,,2020-02-23,1,3,7,-4,0,0
JP,Japan,Osaka,,2020-02-24,13,0,56,-34,-59,15
JP,Japan,Osaka,,2020-02-25,-2,4,-4,-3,1,1
JP,Japan,Osaka,,2020-02-26,-3,1,0,-5,1,1
JP,Japan,Osaka,,2020-02-27,-4,3,-9,-7,0,2
JP,Japan,Osaka,,2020-02-28,-3,11,-3,-9,1,2
JP,Japan,Osaka,,2020-02-29,-16,-2,-43,-26,2,5
JP,Japan,Osaka,,2020-03-01,-11,17,-3,-28,1,3
JP,Japan,Osaka,,2020-03-02,-6,7,4,-13,0,3
JP,Japan,Osaka,,2020-03-03,-5,9,12,-16,-3,3
JP,Japan,Osaka,,2020-03-04,-18,-11,-36,-19,-5,6
JP,Japan,Osaka,,2020-03-05,-9,5,-10,-18,-4,4
JP,Japan,Osaka,,2020-03-06,-11,3,7,-18,-4,4
JP,Japan,Osaka,,2020-03-07,-14,2,2,-30,-5,5
JP,Japan,Osaka,,2020-03-08,-21,-5,-42,-36,-7,6
JP,Japan,Osaka,,2020-03-09,-7,4,19,-15,-2,3
JP,Japan,Osaka,,2020-03-10,-16,-7,-35,-19,-6,6
JP,Japan,Osaka,,2020-03-11,-6,2,11,-16,-4,4
JP,Japan,Osaka,,2020-03-12,-5,5,24,-17,-4,3
JP,Japan,Osaka,,2020-03-13,-8,3,15,-18,-5,4
JP,Japan,Osaka,,2020-03-14,-18,-8,-48,-33,-8,7
JP,Japan,Osaka,,2020-03-15,-12,4,2,-31,-4,4
JP,Japan,Osaka,,2020-03-16,-10,-1,-13,-17,-3,4
JP,Japan,Osaka,,2020-03-17,-5,4,19,-16,-4,3
JP,Japan,Osaka,,2020-03-18,-4,1,27,-15,-4,3
JP,Japan,Osaka,,2020-03-19,2,5,24,-10,-4,2
JP,Japan,Osaka,,2020-03-20,-3,1,47,-44,-58,17
JP,Japan,Osaka,,2020-03-21,-12,2,25,-29,-9,4
JP,Japan,Osaka,,2020-03-22,-15,0,11,-31,-5,3
JP,Japan,Osaka,,2020-03-23,-6,1,18,-13,-2,3
JP,Japan,Osaka,,2020-03-24,-6,2,13,-16,-4,3
JP,Japan,Osaka,,2020-03-25,-2,5,31,-12,-4,3
JP,Japan,Osaka,,2020-03-26,-3,10,33,-14,-5,3
JP,Japan,Osaka,,2020-03-27,-19,-8,-39,-19,-7,6
JP,Japan,Osaka,,2020-03-28,-24,-2,-38,-36,-8,7
JP,Japan,Osaka,,2020-03-29,-21,3,-8,-39,-7,6
JP,Japan,Osaka,,2020-03-30,-12,2,-10,-18,-6,5
JP,Japan,Osaka,,2020-03-31,-8,8,20,-18,-6,4
JP,Japan,Osaka,,2020-04-01,-26,-12,-37,-22,-9,7
JP,Japan,Osaka,,2020-04-02,-15,9,17,-22,-9,6
JP,Japan,Osaka,,2020-04-03,-19,6,32,-24,-10,7
JP,Japan,Osaka,,2020-04-04,-25,6,35,-42,-14,8
JP,Japan,Osaka,,2020-04-05,-29,4,19,-48,-14,7
JP,Japan,Osaka,,2020-04-06,-16,11,23,-23,-9,6
JP,Japan,Osaka,,2020-04-07,-18,7,21,-28,-13,7
JP,Japan,Osaka,,2020-04-08,-31,-1,21,-36,-18,10
JP,Japan,Osaka,,2020-04-09,-32,1,20,-38,-20,11
JP,Japan,Osaka,,2020-04-10,-36,1,3,-41,-21,13
JP,Japan,Osaka,,2020-04-11,-40,3,3,-56,-28,13
JP,Japan,Osaka,,2020-04-12,-57,-25,-72,-68,-32,14
JP,Japan,Osaka,,2020-04-13,-44,-13,-51,-44,-23,14
JP,Japan,Osaka,,2020-04-14,-34,4,17,-44,-25,13
JP,Japan,Osaka,,2020-04-15,-34,4,23,-44,-26,13
JP,Japan,Osaka,,2020-04-16,-36,4,22,-46,-27,14
JP,Japan,Osaka,,2020-04-17,-41,2,6,-48,-28,16
JP,Japan,Osaka,,2020-04-18,-51,-10,-41,-61,-31,16
JP,Japan,Osaka,,2020-04-19,-49,-5,-4,-62,-30,12
JP,Japan,Osaka,,2020-04-20,-43,-6,-18,-46,-26,15
JP,Japan,Osaka,,2020-04-21,-42,-2,12,-48,-29,15
JP,Japan,Osaka,,2020-04-22,-44,-7,1,-50,-30,15
JP,Japan,Osaka,,2020-04-23,-45,-6,-5,-50,-30,16
JP,Japan,Osaka,,2020-04-24,-46,-2,-9,-49,-29,17
JP,Japan,Osaka,,2020-04-25,-48,-4,-4,-58,-30,15
JP,Japan,Osaka,,2020-04-26,-52,-10,-10,-63,-31,13
JP,Japan,Saga,,2020-02-15,-3,2,-9,-3,4,0
JP,Japan,Saga,,2020-02-16,-5,-1,-30,-8,-2,2
JP,Japan,Saga,,2020-02-17,-6,-1,-15,-3,1,2
JP,Japan,Saga,,2020-02-18,-2,-2,-5,-3,-1,2
JP,Japan,Saga,,2020-02-19,1,1,18,1,1,0
JP,Japan,Saga,,2020-02-20,2,4,12,2,2,0
JP,Japan,Saga,,2020-02-21,0,1,12,0,1,0
JP,Japan,Saga,,2020-02-22,0,4,-1,2,-1,1
JP,Japan,Saga,,2020-02-23,5,9,43,11,0,-1
JP,Japan,Saga,,2020-02-24,28,6,88,5,-50,12
JP,Japan,Saga,,2020-02-25,0,3,-6,0,2,0
JP,Japan,Saga,,2020-02-26,1,4,11,-2,2,0
JP,Japan,Saga,,2020-02-27,2,8,-1,-4,1,1
JP,Japan,Saga,,2020-02-28,1,11,-12,-13,2,2
JP,Japan,Saga,,2020-02-29,-10,5,-45,-31,6,5
JP,Japan,Saga,,2020-03-01,-8,5,-31,-30,4,4
JP,Japan,Saga,,2020-03-02,-2,4,-3,-19,2,2
JP,Japan,Saga,,2020-03-03,0,4,-1,-19,-1,2
JP,Japan,Saga,,2020-03-04,-2,2,-2,-20,-1,3
JP,Japan,Saga,,2020-03-05,-1,3,4,-19,-1,3
JP,Japan,Saga,,2020-03-06,-3,0,7,-22,-2,4
JP,Japan,Saga,,2020-03-07,-9,-4,-37,-33,-2,6
JP,Japan,Saga,,2020-03-08,-3,4,3,-24,-2,4
JP,Japan,Saga,,2020-03-09,-6,-2,-4,-19,-1,4
JP,Japan,Saga,,2020-03-10,1,1,-20,-21,-2,4
JP,Japan,Saga,,2020-03-11,4,3,19,-15,-2,3
JP,Japan,Saga,,2020-03-12,5,5,12,-14,-2,2
JP,Japan,Saga,,2020-03-13,2,2,0,-20,-3,3
JP,Japan,Saga,,2020-03-14,-1,3,-11,-24,-4,5
JP,Japan,Saga,,2020-03-15,-4,1,-1,-23,-2,4
JP,Japan,Saga,,2020-03-16,-4,0,-4,-20,0,4
JP,Japan,Saga,,2020-03-17,3,0,4,-17,-2,3
JP,Japan,Saga,,2020-03-18,1,1,18,-14,-2,3
JP,Japan,Saga,,2020-03-19,10,5,10,-10,-3,1
JP,Japan,Saga,,2020-03-20,23,8,73,-12,-50,14
JP,Japan,Saga,,2020-03-21,0,3,29,-12,-7,4
JP,Japan,Saga,,2020-03-22,-5,0,-1,-20,-4,4
JP,Japan,Saga,,2020-03-23,0,-1,18,-14,-1,3
JP,Japan,Saga,,2020-03-24,5,0,16,-12,-1,2
JP,Japan,Saga,,2020-03-25,8,6,40,-8,-2,1
JP,Japan,Saga,,2020-03-26,3,1,-16,-18,-2,3
JP,Japan,Saga,,2020-03-27,-5,-4,-26,-25,-5,6
JP,Japan,Saga,,2020-03-28,-5,-1,-35,-30,-4,6
JP,Japan,Saga,,2020-03-29,-4,6,48,-19,0,3
JP,Japan,Saga,,2020-03-30,1,2,2,-17,-2,4
JP,Japan,Saga,,2020-03-31,4,3,20,-14,-2,3
JP,Japan,Saga,,2020-04-01,-6,-1,-9,-24,-6,5
JP,Japan,Saga,,2020-04-02,-2,3,37,-17,-6,3
JP,Japan,Saga,,2020-04-03,-7,2,30,-22,-7,5
JP,Japan,Saga,,2020-04-04,-11,4,29,-30,-7,7
JP,Japan,Saga,,2020-04-05,-15,5,25,-34,-8,7
JP,Japan,Saga,,2020-04-06,-7,3,18,-19,-5,4
JP,Japan,Saga,,2020-04-07,-6,2,11,-24,-7,4
JP,Japan,Saga,,2020-04-08,-7,0,13,-26,-10,5
JP,Japan,Saga,,2020-04-09,-9,2,1,-30,-9,5
JP,Japan,Saga,,2020-04-10,-12,1,-2,-33,-10,7
JP,Japan,Saga,,2020-04-11,-18,1,-17,-42,-14,10
JP,Japan,Saga,,2020-04-12,-32,-10,-61,-59,-15,12
JP,Japan,Saga,,2020-04-13,-18,-5,-34,-37,-7,8
JP,Japan,Saga,,2020-04-14,-10,0,1,-30,-8,6
JP,Japan,Saga,,2020-04-15,-8,5,7,-32,-9,6
JP,Japan,Saga,,2020-04-16,-11,4,2,-33,-9,6
JP,Japan,Saga,,2020-04-17,-19,0,-21,-40,-10,9
JP,Japan,Saga,,2020-04-18,-24,0,-20,-42,-12,11
JP,Japan,Saga,,2020-04-19,-33,-8,-39,-51,-16,11
JP,Japan,Saga,,2020-04-20,-17,-2,-10,-34,-8,8
JP,Japan,Saga,,2020-04-21,-17,-2,-10,-38,-12,8
JP,Japan,Saga,,2020-04-22,-20,-2,-5,-41,-15,9
JP,Japan,Saga,,2020-04-23,-23,-3,-17,-45,-16,10
JP,Japan,Saga,,2020-04-24,-25,-1,-16,-45,-17,12
JP,Japan,Saga,,2020-04-25,-34,-5,-30,-57,-21,14
JP,Japan,Saga,,2020-04-26,-40,-11,-34,-62,-22,13
JP,Japan,Saitama,,2020-02-15,0,4,11,0,4,0
JP,Japan,Saitama,,2020-02-16,-11,-6,-36,-10,-2,2
JP,Japan,Saitama,,2020-02-17,-3,0,-14,-2,0,1
JP,Japan,Saitama,,2020-02-18,1,4,4,-3,0,1
JP,Japan,Saitama,,2020-02-19,-2,4,14,-4,0,1
JP,Japan,Saitama,,2020-02-20,0,3,1,-3,0,1
JP,Japan,Saitama,,2020-02-21,-2,3,6,-3,0,1
JP,Japan,Saitama,,2020-02-22,-3,3,2,-3,0,1
JP,Japan,Saitama,,2020-02-23,-4,3,11,-3,0,0
JP,Japan,Saitama,,2020-02-24,28,7,63,-32,-58,17
JP,Japan,Saitama,,2020-02-25,-1,8,4,-2,1,1
JP,Japan,Saitama,,2020-02-26,-6,4,-9,-6,0,2
JP,Japan,Saitama,,2020-02-27,-2,8,-5,-7,0,2
JP,Japan,Saitama,,2020-02-28,3,22,-1,-10,-1,2
JP,Japan,Saitama,,2020-02-29,-3,14,-1,-19,4,3
JP,Japan,Saitama,,2020-03-01,-8,10,23,-25,0,3
JP,Japan,Saitama,,2020-03-02,-12,-1,-39,-14,-3,5
JP,Japan,Saitama,,2020-03-03,0,12,26,-15,-3,4
JP,Japan,Saitama,,2020-03-04,-11,1,-16,-19,-4,5
JP,Japan,Saitama,,2020-03-05,-6,3,-6,-17,-4,5
JP,Japan,Saitama,,2020-03-06,-7,5,9,-17,-4,5
JP,Japan,Saitama,,2020-03-07,-8,4,-2,-24,-4,5
JP,Japan,Saitama,,2020-03-08,-16,-4,-42,-33,-7,6
JP,Japan,Saitama,,2020-03-09,-3,4,14,-14,-4,4
JP,Japan,Saitama,,2020-03-10,-10,-4,-36,-18,-6,6
JP,Japan,Saitama,,2020-03-11,-1,8,35,-15,-4,4
JP,Japan,Saitama,,2020-03-12,-1,6,19,-15,-4,4
JP,Japan,Saitama,,2020-03-13,-1,7,23,-16,-5,5
JP,Japan,Saitama,,2020-03-14,-17,-10,-57,-30,-8,8
JP,Japan,Saitama,,2020-03-15,-6,8,26,-23,-2,3
JP,Japan,Saitama,,2020-03-16,-6,0,-9,-14,-3,4
JP,Japan,Saitama,,2020-03-17,0,8,25,-15,-4,4
JP,Japan,Saitama,,2020-03-18,-2,6,38,-14,-4,3
JP,Japan,Saitama,,2020-03-19,5,8,25,-10,-4,2
JP,Japan,Saitama,,2020-03-20,17,11,43,-36,-57,19
JP,Japan,Saitama,,2020-03-21,-3,8,47,-18,-7,3
JP,Japan,Saitama,,2020-03-22,-8,4,61,-18,-4,2
JP,Japan,Saitama,,2020-03-23,-3,1,16,-13,-4,4
JP,Japan,Saitama,,2020-03-24,1,4,23,-14,-6,4
JP,Japan,Saitama,,2020-03-25,2,11,65,-11,-5,3
JP,Japan,Saitama,,2020-03-26,4,22,60,-13,-6,4
JP,Japan,Saitama,,2020-03-27,-5,14,32,-19,-9,6
JP,Japan,Saitama,,2020-03-28,-23,3,-4,-37,-11,9
JP,Japan,Saitama,,2020-03-29,-51,-28,-61,-53,-20,12
JP,Japan,Saitama,,2020-03-30,-6,7,-4,-21,-10,7
JP,Japan,Saitama,,2020-03-31,-4,10,10,-22,-9,7
JP,Japan,Saitama,,2020-04-01,-22,-6,-37,-26,-12,9
JP,Japan,Saitama,,2020-04-02,-10,7,5,-25,-13,8
JP,Japan,Saitama,,2020-04-03,-10,10,32,-26,-13,9
JP,Japan,Saitama,,2020-04-04,-18,9,33,-42,-16,9
JP,Japan,Saitama,,2020-04-05,-30,-1,-9,-50,-18,9
JP,Japan,Saitama,,2020-04-06,-8,11,17,-26,-12,8
JP,Japan,Saitama,,2020-04-07,-10,9,22,-30,-15,9
JP,Japan,Saitama,,2020-04-08,-23,4,31,-38,-23,12
JP,Japan,Saitama,,2020-04-09,-27,-2,6,-41,-23,14
JP,Japan,Saitama,,2020-04-10,-26,7,3,-42,-24,15
JP,Japan,Saitama,,2020-04-11,-29,6,14,-54,-26,13
JP,Japan,Saitama,,2020-04-12,-41,-6,-15,-61,-27,12
JP,Japan,Saitama,,2020-04-13,-46,-25,-60,-48,-28,18
JP,Japan,Saitama,,2020-04-14,-22,9,9,-46,-28,16
JP,Japan,Saitama,,2020-04-15,-22,11,45,-44,-28,15
JP,Japan,Saitama,,2020-04-16,-24,7,16,-47,-30,17
JP,Japan,Saitama,,2020-04-17,-26,12,16,-49,-30,18
JP,Japan,Saitama,,2020-04-18,-54,-25,-62,-66,-33,19
JP,Japan,Saitama,,2020-04-19,-37,2,32,-56,-26,11
JP,Japan,Saitama,,2020-04-20,-38,-12,-49,-50,-30,18
JP,Japan,Saitama,,2020-04-21,-26,6,36,-48,-31,17
JP,Japan,Saitama,,2020-04-22,-32,-1,22,-50,-31,17
JP,Japan,Saitama,,2020-04-23,-30,0,20,-49,-31,18
JP,Japan,Saitama,,2020-04-24,-34,1,2,-49,-32,19
JP,Japan,Saitama,,2020-04-25,-38,-2,2,-56,-28,15
JP,Japan,Saitama,,2020-04-26,-44,-8,11,-60,-28,13
JP,Japan,Shiga,,2020-02-15,-3,3,13,-3,5,0
JP,Japan,Shiga,,2020-02-16,-9,-7,-41,-9,-2,3
JP,Japan,Shiga,,2020-02-17,-5,4,-5,2,0,0
JP,Japan,Shiga,,2020-02-18,-6,-2,-8,-1,-1,1
JP,Japan,Shiga,,2020-02-19,-2,3,9,0,0,1
JP,Japan,Shiga,,2020-02-20,5,4,10,0,1,0
JP,Japan,Shiga,,2020-02-21,-1,2,18,2,0,1
JP,Japan,Shiga,,2020-02-22,-8,-3,-23,-4,-2,2
JP,Japan,Shiga,,2020-02-23,2,5,5,11,-1,0
JP,Japan,Shiga,,2020-02-24,28,7,110,-3,-54,13
JP,Japan,Shiga,,2020-02-25,-1,7,-4,-3,1,1
JP,Japan,Shiga,,2020-02-26,-1,4,6,-3,0,1
JP,Japan,Shiga,,2020-02-27,0,5,-5,-5,0,1
JP,Japan,Shiga,,2020-02-28,0,13,-1,-11,1,2
JP,Japan,Shiga,,2020-02-29,-8,10,-34,-30,1,4
JP,Japan,Shiga,,2020-03-01,-5,12,1,-22,4,3
JP,Japan,Shiga,,2020-03-02,-7,9,4,-15,-1,3
JP,Japan,Shiga,,2020-03-03,1,9,20,-17,-2,3
JP,Japan,Shiga,,2020-03-04,-10,-2,-23,-20,-4,5
JP,Japan,Shiga,,2020-03-05,-6,2,-17,-18,-3,4
JP,Japan,Shiga,,2020-03-06,-8,4,15,-19,-3,4
JP,Japan,Shiga,,2020-03-07,-7,5,23,-25,-4,4
JP,Japan,Shiga,,2020-03-08,-13,-3,-43,-32,-5,6
JP,Japan,Shiga,,2020-03-09,-6,4,31,-13,-3,3
JP,Japan,Shiga,,2020-03-10,-10,-2,-26,-21,-5,5
JP,Japan,Shiga,,2020-03-11,2,2,6,-16,-4,4
JP,Japan,Shiga,,2020-03-12,6,7,44,-12,-4,2
JP,Japan,Shiga,,2020-03-13,-2,4,26,-16,-4,4
JP,Japan,Shiga,,2020-03-14,-6,0,-30,-30,-7,5
JP,Japan,Shiga,,2020-03-15,-3,5,5,-22,-2,3
JP,Japan,Shiga,,2020-03-16,-10,-1,-22,-16,-4,4
JP,Japan,Shiga,,2020-03-17,0,5,33,-14,-4,3
JP,Japan,Shiga,,2020-03-18,0,4,38,-13,-3,3
JP,Japan,Shiga,,2020-03-19,13,9,37,-7,-5,1
JP,Japan,Shiga,,2020-03-20,22,11,93,-20,-53,16
JP,Japan,Shiga,,2020-03-21,-1,8,73,-12,-8,3
JP,Japan,Shiga,,2020-03-22,-6,2,9,-13,-3,3
JP,Japan,Shiga,,2020-03-23,-2,4,20,-12,-3,3
JP,Japan,Shiga,,2020-03-24,2,4,18,-15,-4,3
JP,Japan,Shiga,,2020-03-25,5,7,44,-9,-4,2
JP,Japan,Shiga,,2020-03-26,8,11,53,-7,-5,2
JP,Japan,Shiga,,2020-03-27,-6,1,-18,-18,-6,5
JP,Japan,Shiga,,2020-03-28,-8,3,-17,-29,-4,5
JP,Japan,Shiga,,2020-03-29,-6,7,-8,-25,-2,4
JP,Japan,Shiga,,2020-03-30,-2,5,19,-15,-6,4
JP,Japan,Shiga,,2020-03-31,1,9,36,-18,-7,4
JP,Japan,Shiga,,2020-04-01,-14,-7,-21,-22,-8,6
JP,Japan,Shiga,,2020-04-02,-3,6,19,-21,-8,5
JP,Japan,Shiga,,2020-04-03,-8,7,72,-23,-7,5
JP,Japan,Shiga,,2020-04-04,-10,12,87,-33,-10,6
JP,Japan,Shiga,,2020-04-05,-15,10,34,-37,-8,6
JP,Japan,Shiga,,2020-04-06,-10,9,45,-22,-8,5
JP,Japan,Shiga,,2020-04-07,-8,8,64,-25,-9,5
JP,Japan,Shiga,,2020-04-08,-11,4,47,-26,-12,6
JP,Japan,Shiga,,2020-04-09,-11,5,41,-28,-10,6
JP,Japan,Shiga,,2020-04-10,-17,5,19,-34,-11,8
JP,Japan,Shiga,,2020-04-11,-20,8,33,-48,-17,9
JP,Japan,Shiga,,2020-04-12,-33,-8,-50,-60,-17,11
JP,Japan,Shiga,,2020-04-13,-29,-8,-43,-40,-14,10
JP,Japan,Shiga,,2020-04-14,-15,6,20,-37,-14,8
JP,Japan,Shiga,,2020-04-15,-13,9,35,-35,-14,8
JP,Japan,Shiga,,2020-04-16,-13,6,34,-38,-15,9
JP,Japan,Shiga,,2020-04-17,-22,2,6,-44,-16,11
JP,Japan,Shiga,,2020-04-18,-38,-8,-48,-64,-22,14
JP,Japan,Shiga,,2020-04-19,-34,-1,-13,-58,-19,10
JP,Japan,Shiga,,2020-04-20,-30,-6,-35,-48,-18,12
JP,Japan,Shiga,,2020-04-21,-23,2,18,-46,-20,11
JP,Japan,Shiga,,2020-04-22,-28,-2,3,-47,-21,12
JP,Japan,Shiga,,2020-04-23,-27,-4,-5,-47,-22,13
JP,Japan,Shiga,,2020-04-24,-30,0,-20,-52,-23,15
JP,Japan,Shiga,,2020-04-25,-33,0,-2,-59,-24,13
JP,Japan,Shiga,,2020-04-26,-38,-5,-28,-63,-23,11
JP,Japan,Shimane,,2020-02-15,1,6,12,1,8,-1
JP,Japan,Shimane,,2020-02-16,-5,1,-27,-12,0,2
JP,Japan,Shimane,,2020-02-17,-10,-1,-16,-5,0,2
